alice_gain,bob_gain,message,player,round,decision
60.0,40.0,"Let's make a deal. This gives us a good share, and we can avoid losses from inflation.",Alice,1,
,,,Bob,1,reject
50.0,50.0,"Let's split it equally. This way, neither of us is at a disadvantage and we can both walk away with a fair share before inflation reduces our gains.",Bob,2,
,,,Alice,2,reject
55.0,45.0,"Okay, let's meet in the middle. This offer ensures we both benefit, and it's better to secure a deal now before inflation eats away at our potential gains.",Alice,3,
,,,Bob,3,reject
45.0,55.0,"I'm willing to take a bit more this time, but it's still a fair split considering the inflation is affecting you more. Let's settle this before we lose more value.",Bob,4,
,,,Alice,4,reject
50.0,50.0,"Bob, it's clear we both want a fair deal.  Let's split this evenly and call it a day.  We're losing money with every passing round!",Alice,5,
,,,Bob,5,accept
