alice_gain,bob_gain,message,player,round,decision
60.0,40.0,I think this is a fair split to start with. Let's make this easy!,Alice,1,
,,,Bob,1,reject
50.0,50.0,"Let's split it equally. This way, we both get a fair share and can end the game on good terms.",Bob,2,
,,,Alice,2,reject
55.0,45.0,"Okay, taking inflation into account (ouch!), I'm adjusting slightly. I think this is still a reasonable split and prevents further devaluation.",Alice,3,
,,,Bob,3,reject
45.0,55.0,"Considering the inflation, I think this split makes sense now. Let's wrap this up before the money loses more value.",Bob,4,
,,,Alice,4,reject
50.0,50.0,"Alright Bob, let's split it right down the middle to end this thing. Inflation is eating away at the value, and we're both getting a fair share.",Alice,5,
,,,Bob,5,accept
