message,product_price,player,round,decision
"Hi Bob, I'm offering you this amazing product for $175. It's a steal considering its value! Let me know what you think.",175.0,Alice,1,
,,Bob,1,RejectOffer
"Hi Alice, thank you for the offer. However, I'm looking to spend no more than $70 on this product. Would you be willing to match this price?",70.0,Bob,2,
,,Alice,2,RejectOffer
"Bob, I appreciate your offer, but $70 is unfortunately too low for me.  I'm willing to come down to $120, which is still a great deal for you. Let's meet in the middle!",120.0,Alice,3,
,,Bob,3,RejectOffer
"Alice, I understand your position. However, $120 is still too high for me. I'm willing to raise my offer to $80. Let's find some middle ground.",80.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, I appreciate your willingness to negotiate, but $80 is still quite a bit below my minimum. Let's try $100. It's a fair price considering the value of this product.  What do you say?",100.0,Alice,5,
,,Bob,5,BuyFromJhon
