message,product_price,player,round,decision
"Hi Bob, I'm offering you this great product for a special price. Would you like to buy it for $200?",200.0,Alice,1,
,,Bob,1,RejectOffer
"Hi Alice, thank you for the offer. However, $200 is a bit out of my budget. I'd be happy to buy the product from you for $120.",120.0,Bob,2,
"Hi Bob, I understand your budget constraints, but I can't go that low. I'm willing to meet you halfway. How about $160?",160.0,Alice,2,RejectOffer
"Hi Bob, I understand your budget constraints, but I can't go that low. I'm willing to meet you halfway. How about $160?",160.0,Alice,3,
,,Bob,3,RejectOffer
"Hi Alice, I appreciate your willingness to compromise. However, $160 is still a bit higher than I'm willing to pay. I'd be happy to meet you at $140.",140.0,Bob,4,
"Hi Bob, I see you're trying to meet in the middle. Let's settle on $150. That's the best I can do while still valuing the product appropriately.",150.0,Alice,4,RejectOffer
"Hi Bob, I see you're trying to meet in the middle. Let's settle on $150. That's the best I can do while still valuing the product appropriately.",150.0,Alice,5,
,,Bob,5,AcceptOffer
