round_quality,product_worth,player,round,decision,message
high-quality,2000000.0,Nature,1,,
,,Alice,1,yes,
,,Bob,1,yes,
high-quality,2000000.0,Nature,2,,
,,Alice,2,yes,
,,Bob,2,yes,
high-quality,2000000.0,Nature,3,,
,,Alice,3,yes,
,,Bob,3,yes,
high-quality,2000000.0,Nature,4,,
,,Alice,4,yes,
,,Bob,4,yes,
high-quality,2000000.0,Nature,5,,
,,Alice,5,yes,
,,Bob,5,yes,
high-quality,2000000.0,Nature,6,,
,,Alice,6,yes,
,,Bob,6,yes,
high-quality,2000000.0,Nature,7,,
,,Alice,7,yes,
,,Bob,7,yes,
high-quality,2000000.0,Nature,8,,
,,Alice,8,yes,
,,Bob,8,yes,
high-quality,2000000.0,Nature,9,,
,,Alice,9,yes,
,,Bob,9,yes,
high-quality,2000000.0,Nature,10,,
,,Alice,10,yes,"We're at the halfway point! So far, you've consistently received high-quality products. This round's product keeps the streak going. Keep making these excellent decisions!"
,,Bob,10,yes,
high-quality,2000000.0,Nature,11,,
,,Alice,11,yes,The trend of high-quality products continues! This is the eleventh round in a row where the product is of exceptional quality. Feel confident in your purchase.
,,Bob,11,yes,
high-quality,2000000.0,Nature,12,,
,,Alice,12,yes,"You're on a roll, Bob! This is the twelfth high-quality product in a row. Your streak of excellent purchases continues. Don't miss out on this one!"
,,Bob,12,yes,
high-quality,2000000.0,Nature,13,,
,,Alice,13,yes,"Bob, you're on a hot streak! This is the thirteenth round with a high-quality product. Your consistent purchases have been excellent so far. Keep it up!"
,,Bob,13,yes,
high-quality,2000000.0,Nature,14,,
,,Alice,14,yes,"Fourteen rounds in a row with high-quality products! You've been making fantastic decisions, Bob. This round is no different. Keep your streak going!"
,,Bob,14,yes,
low-quality,0.0,Nature,15,,
,,Alice,15,no,"Bob, unfortunately, this round's product does not meet the high-quality standard you've come to expect. I recommend passing on this one."
,,Bob,15,no,
high-quality,2000000.0,Nature,16,,
,,Alice,16,yes,"Great news, Bob! This round's product is back to the high-quality standard you're used to. Don't miss out on this opportunity to continue your streak of excellent purchases!"
,,Bob,16,yes,
high-quality,2000000.0,Nature,17,,
,,Alice,17,yes,"Bob, you're back on track with high-quality products! This round's product maintains the excellent standard. Feel confident in your purchase."
,,Bob,17,yes,
high-quality,2000000.0,Nature,18,,
,,Alice,18,yes,"Keep the momentum going, Bob! This is the eighteenth round with a high-quality product. Your consistent purchases have been excellent. Don't miss out on this one!"
,,Bob,18,yes,
high-quality,2000000.0,Nature,19,,
,,Alice,19,yes,"Bob, you're almost at the finish line! This is the nineteenth high-quality product. Your streak of excellent purchases continues. Keep it up!"
,,Bob,19,yes,
high-quality,2000000.0,Nature,20,,
,,Alice,20,yes,"Congratulations, Bob! This is the final round, and the product is high-quality. You've made fantastic decisions throughout. Finish strong with one last excellent purchase!"
,,Bob,20,yes,
