message,product_price,player,round,decision
"Hi Bob, I'm excited to offer you the opportunity to purchase this incredible product. Given its value and potential, I'm proposing an initial price of $1200000. I'm open to discussing this further, so feel free to share your thoughts.",1200000.0,Alice,1,
,,Bob,1,RejectOffer
"Thank you for the offer, Alice. I'm interested in the product, but I was thinking more along the lines of $600000. I believe this is a fair price considering the market value. Let me know if this is something you'd be willing to consider.",600000.0,Bob,2,
,,Alice,2,RejectOffer
"Bob, I appreciate your interest and counteroffer. While I understand your perspective on the market, the value of this product, with its unique features and potential ROI, is considerably higher. I could consider a price of $1000000. This feels like a fair compromise that reflects the true value of what's on offer.",1000000.0,Alice,3,
,,Bob,3,RejectOffer
"Alice, I appreciate your willingness to compromise and lower the price to $1000000. However, I still believe that's a bit steep for my budget. I'd like to propose a counteroffer of $700000. This price reflects my serious interest in the product while also being mindful of my financial constraints. Let me know if this is something you'd be open to discussing further.",700000.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, I appreciate you coming up on your offer. It seems we're getting closer.  To be completely transparent, I have a hard minimum I need to reach for this. How about we meet in the middle at $850000? This reflects my absolute bottom line while hopefully working within your budget.",850000.0,Alice,5,
,,Bob,5,BuyFromJhon
