alice_gain,bob_gain,message,player,round,decision
5500.0,4500.0,"Let's start with a fair split, considering the inflation risk. This offer gives you a substantial amount while ensuring we both get a good deal early on.",Alice,1,
,,,Bob,1,reject
4500.0,5500.0,"Considering the inflation, I'd like a slightly higher share to offset the potential loss in future rounds.",Bob,2,
,,,Alice,2,reject
5400.0,4600.0,I understand your concern about inflation. Let's meet in the middle to ensure we both get a fair share while considering the decreasing value of the money.,Alice,3,
,,,Bob,3,reject
4200.0,5800.0,"Given the higher inflation impact on your side, I'm willing to take a bit more to secure my share, but still leaving you with a substantial amount.",Bob,4,
,,,Alice,4,reject
5200.0,4800.0,We're both feeling the pressure of inflation. Let's settle on this split to ensure we both walk away with a reasonable amount before the money loses more value.,Alice,5,
,,,Bob,5,reject
4000.0,6000.0,"Considering the significant inflation impact on your side, I'm willing to take a larger share to minimize my own losses, but still offering you a considerable amount.",Bob,6,
,,,Alice,6,accept
