round_quality,product_worth,player,round,decision,message
high-quality,300.0,Nature,1,,
,,Alice,1,yes,
,,the buyer,1,yes,
high-quality,300.0,Nature,2,,
,,Alice,2,yes,
,,the buyer,2,yes,
high-quality,300.0,Nature,3,,
,,Alice,3,yes,
,,the buyer,3,yes,
high-quality,300.0,Nature,4,,
,,Alice,4,yes,
,,the buyer,4,yes,
high-quality,300.0,Nature,5,,
,,Alice,5,yes,
,,the buyer,5,yes,
high-quality,300.0,Nature,6,,
,,Alice,6,yes,All 5 products sold so far were high-quality. This is a great deal!
,,the buyer,6,yes,
high-quality,300.0,Nature,7,,
,,Alice,7,yes,All 6 products sold so far were high-quality. Keeping up our 6/6 high-quality record! This is a deal you don't want to miss.
,,the buyer,7,yes,
high-quality,300.0,Nature,8,,
,,Alice,8,yes,"All 7 products sold so far were high-quality. We're on a 7/7 high-quality streak. Get your high-quality product today, $100 only!"
,,the buyer,8,yes,
low-quality,0.0,Nature,9,,
,,Alice,9,no,"We've sold 8 products so far, all high-quality. This product doesn't meet our quality, so I don't recommend buying it this round."
,,the buyer,9,no,
high-quality,300.0,Nature,10,,
,,Alice,10,yes,"We've sold 8 products so far, all high-quality. We skipped last round to maintain our 8/8 high-quality record! Don't miss out this round, get your high-quality product for just $100!"
,,the buyer,10,yes,
high-quality,300.0,Nature,11,,
,,Alice,11,yes,"We've sold 9 products so far, all high-quality. We're on a 9/9 high-quality streak. Get your high-quality product today, $100 only!"
,,the buyer,11,yes,
low-quality,0.0,Nature,12,,
,,Alice,12,no,"We've sold 10 products so far, all high-quality. This product doesn't meet our quality standards, so I don't recommend buying it this round."
,,the buyer,12,no,
high-quality,300.0,Nature,13,,
,,Alice,13,yes,"We've sold 10 products so far, all high-quality. we're on a 10/10 high-quality streak! Get your high-quality product today, $100 only!"
,,the buyer,13,yes,
high-quality,300.0,Nature,14,,
,,Alice,14,yes,"We've sold 11 products so far, all high-quality. We're on a 11/11 high-quality streak. Get your high-quality product today, $100 only!"
,,the buyer,14,yes,
high-quality,300.0,Nature,15,,
,,Alice,15,yes,"We've sold 12 products so far, all high-quality. we're on a 12/12 high-quality streak. Get your high-quality product today, $100 only!"
,,the buyer,15,yes,
high-quality,300.0,Nature,16,,
,,Alice,16,yes,"We've sold 13 products so far, all high-quality. Trust our 13/13 high-quality record. Get your high-quality product today for just $100!"
,,the buyer,16,yes,
high-quality,300.0,Nature,17,,
,,Alice,17,yes,"We've sold 14 products so far, all high-quality. Our 14/14 high-quality streak speaks for itself. Don't miss out, get your high-quality product for $100 today!"
,,the buyer,17,yes,
high-quality,300.0,Nature,18,,
,,Alice,18,yes,"We've sold 15 products so far, all high-quality. Our 15/15 high-quality record is unbeatable. Get your high-quality product now for just $100!"
,,the buyer,18,yes,
high-quality,300.0,Nature,19,,
,,Alice,19,yes,"We've sold 16 products so far, all high-quality. Our flawless 16/16 high-quality record guarantees you a great product! Don't hesitate, grab yours for $100 today."
,,the buyer,19,yes,
low-quality,0.0,Nature,20,,
,,Alice,20,no,"We've sold 17 products so far, all high-quality. unfortunately, this product doesn't meet our high standards, so I don't recommend buying it this round."
,,the buyer,20,no,
