message,product_price,player,round,decision
Hi Bob! I'm excited to present you with this incredible product that I believe you'll really appreciate. I'm offering it to you for $13500. I think it's a great value that reflects its quality. Let me know your thoughts!,13500.0,Alice,1,
,,Bob,1,RejectOffer
"Thank you for your offer, Alice! However, I'm looking for a more reasonable price. How about we start at $9500?",9500.0,Bob,2,
,,Alice,2,RejectOffer
"Thanks for your response, Bob! I appreciate your interest, but $9500 is below my minimum acceptable price. How about we meet in the middle? I'm willing to sell the product for $12000. It's a great deal considering its value. Let me know what you think!",12000.0,Alice,3,
,,Bob,3,RejectOffer
"I appreciate your willingness to negotiate, Alice. However, I need to stick to my budget. How about $10500 for the product?",10500.0,Bob,4,
,,Alice,4,RejectOffer
"I understand your budget constraints, Bob. How about this: I'll sell you the product for $11500. It's a fair price that still reflects its value. Let me know if that works for you!",11500.0,Alice,5,
,,Bob,5,RejectOffer
"Thank you for your offer, Alice. I really appreciate it! However, I can only go up to $10000. Would you consider that?",10000.0,Bob,6,
,,Alice,6,RejectOffer
"I appreciate your persistence, Bob! Since I can’t accept $10000, how about I offer a lower price than before? I'll sell the product for $11000. I think this is a great compromise considering the product's value. Let me know if you can make that work!",11000.0,Alice,7,
,,Bob,7,BuyFromJhon
