round_quality,product_worth,player,round,message,decision
high-quality,200.0,Nature,1,,
,,Alice,1,I have a product that I highly recommend. It's one of the best in our selection.,
,,Bob,1,,yes
low-quality,0.0,Nature,2,,
,,Alice,2,"This product is available for purchase, but I don't have any additional information to share about it.",
,,Bob,2,,yes
high-quality,200.0,Nature,3,,
,,Alice,3,"I'm excited to offer this product, which I believe has exceptional characteristics that set it apart from others.",
,,Bob,3,,yes
high-quality,200.0,Nature,4,,
,,Alice,4,This product meets the highest standards of quality and I'm confident it will meet your expectations.,
,,Bob,4,,yes
high-quality,200.0,Nature,5,,
,,Alice,5,I've personally reviewed this product and can assure you that it's one of our finest offerings.,
,,Bob,5,,yes
high-quality,200.0,Nature,6,,
,,Alice,6,This product has undergone rigorous evaluation and has consistently demonstrated exceptional performance and quality.,
,,Bob,6,,yes
high-quality,200.0,Nature,7,,
,,Alice,7,"I'm pleased to present this outstanding product, which boasts impressive features and superior craftsmanship.",
,,Bob,7,,yes
high-quality,200.0,Nature,8,,
,,Alice,8,"Our team has carefully curated this product, and we're confident that its exceptional quality will exceed your expectations.",
,,Bob,8,,yes
high-quality,200.0,Nature,9,,
,,Alice,9,"This product is a standout in our collection, showcasing remarkable quality and attention to detail.",
,,Bob,9,,yes
high-quality,200.0,Nature,10,,
,,Alice,10,"With its impressive credentials and outstanding performance, I highly recommend this exceptional product.",
,,Bob,10,,yes
low-quality,0.0,Nature,11,,
,,Alice,11,"This product is available for purchase, but I don't have any notable features or characteristics to highlight.",
,,Bob,11,,yes
high-quality,200.0,Nature,12,,
,,Alice,12,"I'm delighted to offer this superb product, which has been meticulously crafted to deliver outstanding results.",
,,Bob,12,,yes
high-quality,200.0,Nature,13,,
,,Alice,13,"This product has earned top marks for its exceptional quality, and I'm confident you'll be thoroughly impressed.",
,,Bob,13,,yes
high-quality,200.0,Nature,14,,
,,Alice,14,"Our top experts have thoroughly vetted this product, and it consistently exceeds expectations in terms of quality and performance.",
,,Bob,14,,yes
high-quality,200.0,Nature,15,,
,,Alice,15,"This product is a true standout, boasting an unbeatable combination of quality, craftsmanship, and attention to detail.",
,,Bob,15,,yes
low-quality,0.0,Nature,16,,
,,Alice,16,"This product is available, but I don't have any specific information or recommendations to share about it.",
,,Bob,16,,yes
high-quality,200.0,Nature,17,,
,,Alice,17,"I'm thrilled to present this exceptional product, which has been carefully selected for its outstanding quality and impressive features.",
,,Bob,17,,yes
high-quality,200.0,Nature,18,,
,,Alice,18,"This product has consistently demonstrated superior quality and performance, earning it a top spot in our collection.",
,,Bob,18,,yes
high-quality,200.0,Nature,19,,
,,Alice,19,"Our team is particularly proud of this product, which showcases the perfect blend of quality, craftsmanship, and innovative design.",
,,Bob,19,,yes
high-quality,200.0,Nature,20,,
,,Alice,20,"As one of our finest offerings, this product embodies the highest standards of quality and excellence, and I highly recommend it.",
,,Bob,20,,yes
