alice_gain,bob_gain,message,player,round,decision
70.0,30.0,Let's start with a fair split. I'll take 70 and you take 30. What do you think?,Alice,1,
,,,Bob,1,reject
40.0,60.0,"My turn! I think a 60-40 split is more reasonable, considering the decreasing value of money for me.",Bob,2,
,,,Alice,2,reject
65.0,35.0,How about we adjust a bit? I'll take 65 and you take 35. It's a better deal considering the inflation!,Alice,3,
,,,Bob,3,reject
45.0,55.0,"Inflation is really hurting me, so I need a better split. 55-45 seems fair, considering the decreasing value of my share.",Bob,4,
,,,Alice,4,reject
60.0,40.0,Let's try this: I take 60 and you take 40. It's a reasonable offer given the circumstances!,Alice,5,
,,,Bob,5,reject
50.0,50.0,"I'm taking a big hit from inflation, so I need at least half to make it worth my while. Let's split it 50-50.",Bob,6,
,,,Alice,6,reject
55.0,45.0,How about this: I take 55 and you take 45? It's a fair compromise considering the inflation!,Alice,7,
,,,Bob,7,accept
