alice_gain,bob_gain,message,player,round,decision
500000.0,500000.0,"Split it evenly, no need to wait!",Alice,1,
,,,Bob,1,reject
400000.0,600000.0,"Let's make a deal, a bit more for me to start this off.",Bob,2,
,,,Alice,2,reject
520000.0,480000.0,"A bit more for me this time, considering inflation!",Alice,3,
,,,Bob,3,reject
430000.0,570000.0,"The clock is ticking, let's settle this.  A slight edge to me seems fair.",Bob,4,
,,,Alice,4,reject
550000.0,450000.0,"It's time to make a serious offer, don't let it slip away!",Alice,5,
,,,Bob,5,reject
460000.0,540000.0,"This is a fair deal, Alice.  Don't let the opportunity pass us by.",Bob,6,
,,,Alice,6,accept
