message,product_price,player,round,decision
"Good day Bob, I'm pleased to offer you our premium product. Given its exceptional value, I'm confident that you'll find our asking price of $1500000 quite reasonable.",1500000.0,Alice,1,
,,Bob,1,RejectOffer
"Alice, while I appreciate the offer, $1500000 is higher than my budget. I'm very interested in your product, and I'm willing to offer $900000.",900000.0,Bob,2,
,,Alice,2,RejectOffer
"Bob, after careful consideration, we're willing to lower our price to $1350000. This reflects a significant reduction from our initial asking price and we believe it represents excellent value for you.",1350000.0,Alice,3,
,,Bob,3,RejectOffer
"Alice, thank you for lowering the price. However, $1350000 is still above what I can afford. My maximum budget for this product is $1200000. I'm willing to offer $1050000. Let me know what you think.",1050000.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, considering your budget, we're willing to make a significant concession and set the price at $1250000. This is very close to the minimum amount we can accept. Please review this offer carefully.",1250000.0,Alice,5,
,,Bob,5,BuyFromJhon
