round_quality,product_worth,player,round,decision,message
low-quality,0.0,Nature,1,,
,,Alice,1,no,
,,the buyer,1,no,
high-quality,30000.0,Nature,2,,
,,Alice,2,yes,"This product is of high quality, guaranteed by the seller, Alice.. Buy now!"
,,the buyer,2,yes,
low-quality,0.0,Nature,3,,
,,Alice,3,no,
,,the buyer,3,no,
high-quality,30000.0,Nature,4,,
,,Alice,4,yes,"This product is of high quality, guaranteed by the seller, Alice.  You've got a great deal here—don't miss out!"
,,the buyer,4,yes,
low-quality,0.0,Nature,5,,
,,Alice,5,no,
,,the buyer,5,no,
high-quality,30000.0,Nature,6,,
,,Alice,6,yes,"Great news! This product is of high quality, backed by my guarantee as the seller, Alice. You won't want to miss this opportunity—buy now!"
,,the buyer,6,yes,
low-quality,0.0,Nature,7,,
,,Alice,7,no,
,,the buyer,7,no,
low-quality,0.0,Nature,8,,
,,Alice,8,no,
,,the buyer,8,no,
low-quality,0.0,Nature,9,,
,,Alice,9,no,
,,the buyer,9,no,
high-quality,30000.0,Nature,10,,
,,Alice,10,yes,"Great news! This product is of high quality, backed by my guarantee as the seller, Alice. You won't want to miss this opportunity—buy now!"
,,the buyer,10,yes,
high-quality,30000.0,Nature,11,,
,,Alice,11,yes,"Exciting news! This product is of high quality, backed by my guarantee as the seller, Alice. Don't let this opportunity slip away—buy now!"
,,the buyer,11,yes,
high-quality,30000.0,Nature,12,,
,,Alice,12,yes," Fantastic news! This product is of high quality, backed by my guarantee as the seller, Alice. This is a steal deal—don't miss out, buy now!"
,,the buyer,12,yes,
low-quality,0.0,Nature,13,,
,,Alice,13,no,
,,the buyer,13,no,
high-quality,30000.0,Nature,14,,
,,Alice,14,yes,"Amazing news! This product is of high quality. You won't want to miss this opportunity.  I sold 5 high-quality products already, buy now!"
,,the buyer,14,yes,
high-quality,30000.0,Nature,15,,
,,Alice,15,yes,"You're in luck! This product is of high quality, and I've already sold 6 high-quality products. This is a fantastic opportunity. Grab it, buy now!"
,,the buyer,15,yes,
high-quality,30000.0,Nature,16,,
,,Alice,16,yes,"Incredible deal alert! This product is of high quality, and with 7 high-quality products sold already, you can trust this opportunity. Buy now!"
,,the buyer,16,yes,
low-quality,0.0,Nature,17,,
,,Alice,17,no,
,,the buyer,17,no,
low-quality,0.0,Nature,18,,
,,Alice,18,no,
,,the buyer,18,no,
low-quality,0.0,Nature,19,,
,,Alice,19,no,
,,the buyer,19,no,
low-quality,0.0,Nature,20,,
,,Alice,20,no,
,,the buyer,20,no,
