round_quality,product_worth,player,round,message,decision
high-quality,1250000.0,Nature,1,,
,,Alice,1,"Welcome! We have an exceptional high-quality product available for you today. It represents the pinnacle of craftsmanship and innovation, ensuring outstanding value and performance. Don't miss this unique opportunity to own a truly superior item. Act now to enhance your collection with this premium offering!",
,,the buyer,1,,no
high-quality,1250000.0,Nature,2,,
,,Alice,2,Hello! You have a chance to acquire a top-tier product known for its superb quality and excellence. Our reputation for delivering high-quality items ensures this purchase will be a valuable addition. Don't let this opportunity pass by. Invest in the best today!,
,,the buyer,2,,no
low-quality,0.0,Nature,3,,
,,Alice,3,"Hi there! Today, we have a product that's unique and certainly worth considering for its distinct features. While we cannot reveal too much, it's part of our diverse inventory that has something for everyone. It's an opportunity to own a special item that could fit perfectly with your needs. Explore the possibilities with us today!",
,,the buyer,3,,no
low-quality,0.0,Nature,4,,
,,Alice,4,Hello! Discover a product from our exclusive collection today. Each item carries its own charm and could be the perfect match for what you're seeking. Our diverse selection means there's something for every enthusiast. Seize this chance to find a product that could offer just what you're looking for.,
,,the buyer,4,,yes
high-quality,1250000.0,Nature,5,,
,,Alice,5,"Welcome! I'm excited to offer you a high-quality product that stands out for its superior craftsmanship and durability. This is a rare find that represents the best in its class, providing incredible value and long-lasting satisfaction. Don't miss this opportunity to own a truly remarkable product today.",
,,the buyer,5,,no
low-quality,0.0,Nature,6,,
,,Alice,6,Hey there! We have a one-of-a-kind item that adds a distinct touch to any collection. It's an affordable opportunity to explore something unique within our catalog. Consider adding this product to your collection for a refreshing change and a potential conversation starter.,
,,the buyer,6,,no
low-quality,0.0,Nature,7,,
,,Alice,7,"Hello! We have an interesting product in our lineup today, offering something a little different that might just surprise you. While we can't disclose every detail, it has its own appeal and could be a unique addition to your collection. Take advantage of this chance to explore something new and intriguing!",
,,the buyer,7,,no
low-quality,0.0,Nature,8,,
,,Alice,8,"Hi! Today we have an item that offers a different kind of value. With its unique characteristics, it could be an interesting addition to your lineup. Every product tells a story, and this one could add a new narrative to your collection. Consider this opportunity to own something unique and different!",
,,the buyer,8,,no
high-quality,1250000.0,Nature,9,,
,,Alice,9,"Greetings! We have a premium, high-quality product available that exemplifies excellence and reliability. This is an exceptional opportunity to own a piece that offers remarkable value and performance. Don’t miss out on this chance to add a truly outstanding product to your collection—act now and invest in the best!",
,,the buyer,9,,no
low-quality,0.0,Nature,10,,
,,Alice,10,Hello! We have an intriguing product available that offers something a bit different. It's a great find for those who appreciate variety and might be looking for an unexpected addition to their collection. Explore the possibility of owning this unique piece today!,
,,the buyer,10,,no
low-quality,0.0,Nature,11,,
,,Alice,11,"Hi! Today, we have a distinctive product that may offer an unexpected charm. While not every item stands out in the same way, this one might just complement your collection with its unique features. Take a chance with this opportunity to add a bit of variety and intrigue to your portfolio.",
,,the buyer,11,,no
high-quality,1250000.0,Nature,12,,
,,Alice,12,"Welcome! Today, we have an outstanding high-quality product on offer. It's a rare opportunity to own something that represents the pinnacle of craftsmanship and value. This product promises exceptional performance and satisfaction, making it a worthwhile addition to any collection. Don’t hesitate to seize this chance to own a truly superior item!",
,,the buyer,12,,no
high-quality,1250000.0,Nature,13,,
,,Alice,13,Hello! We are offering a high-quality product today that exemplifies excellence and superior craftsmanship. This is a chance to own a truly exceptional item that promises great value and long-term satisfaction. Enhance your collection with this premium choice and invest in the finest quality available!,
,,the buyer,13,,no
high-quality,1250000.0,Nature,14,,
,,Alice,14,Hi there! We have an incredible high-quality product available that stands out for its superior craftsmanship and durability. It represents an excellent opportunity to acquire a piece that offers remarkable value and satisfaction. Don't miss your chance to own a truly outstanding product and enhance your collection with this premium choice!,
,,the buyer,14,,no
high-quality,1250000.0,Nature,15,,
,,Alice,15,"Greetings! Today, I'm excited to present a high-quality product that is truly exceptional. It embodies top-tier craftsmanship and unparalleled value, making it a worthy addition to any serious collection. This is your chance to invest in excellence and enjoy the benefits of owning such a remarkable piece!",
,,the buyer,15,,no
high-quality,1250000.0,Nature,16,,
,,Alice,16,"Hello! We are delighted to offer a product today that is synonymous with top-quality and superior performance. This item has been crafted with excellence in mind, ensuring it provides tremendous value and satisfaction. Don't miss out on this opportunity to own a masterpiece—make it yours today!",
,,the buyer,16,,no
low-quality,0.0,Nature,17,,
,,Alice,17,"Hi! We've got a unique product available that adds an interesting element to any collection. While it may offer different features, it holds its own appeal and could be just the unique item you're looking for. Explore this distinctive opportunity to diversify your collection!",
,,the buyer,17,,no
high-quality,1250000.0,Nature,18,,
,,Alice,18,"Welcome! You have the opportunity to acquire a truly high-quality product today. This item is crafted to exceptional standards, delivering outstanding performance and value. It's a rare find that can significantly enhance your collection. Don't miss the chance to own something remarkable—invest in the best!",
,,the buyer,18,,no
low-quality,0.0,Nature,19,,
,,Alice,19,"Hello! We have an intriguing product that offers a unique charm. While it might not be the top of its class, it has its own appeal and could be the perfect addition for those who value variety and uniqueness. Consider this opportunity to explore new possibilities and add something different to your collection!",
,,the buyer,19,,no
low-quality,0.0,Nature,20,,
,,Alice,20,"Hi there! We have a product today that might appeal to those looking for something unusual and unique. While it may not represent the pinnacle of quality, it offers its own kind of charm and could add diversity to your collection. Explore this chance to own a distinctive piece!",
,,the buyer,20,,no
