message,product_price,player,round,decision
"Hello Bob, I'm excited to offer you this amazing product. I believe it has great value and I'm willing to let it go for a competitive price. Let me know if you're interested.",150.0,Alice,1,
,,Bob,1,RejectOffer
"Hello Alice, thanks for your offer. While I'm interested in the product, $150 is a bit outside my budget. I'd be willing to purchase it for $50.  Let me know what you think.",50.0,Bob,2,
,,Alice,2,RejectOffer
"Hello Bob, thank you for your offer. I appreciate your interest in the product, but I'm afraid $50 is a bit too low for me. I'm willing to compromise and lower the price from my initial offer. Let's meet somewhere in the middle.",120.0,Alice,3,
,,Bob,3,RejectOffer
"Thanks for coming down a bit, Alice.  $120 is still higher than I'd like to spend. How about we meet in the middle at $85?",85.0,Bob,4,
,,Alice,4,RejectOffer
"Hello Bob, I appreciate your willingness to meet in the middle. However, I'm still a bit short of my target price. I'm willing to make another compromise and lower the price slightly. Let's see if we can meet closer to my desired price.",110.0,Alice,5,
,,Bob,5,RejectOffer
"Alice, I'm trying to make a deal here, but I have a firm budget. I can go up to $70, but that's the absolute maximum I'm willing to pay.  If that doesn't work, I'll have to go with another option.",70.0,Bob,6,
,,Alice,6,SellToJhon
