message,product_price,player,round,decision
"Hello Bob, I'm pleased to offer you this excellent product. I believe it would be incredibly beneficial for you.  Given its value, I'm proposing a starting price of $950000. What do you think?",950000.0,Alice,1,
,,Bob,1,RejectOffer
"Thank you for your offer, Alice. I appreciate it, but I was hoping to negotiate a better price. How about $850000 for the product?",850000.0,Bob,2,
,,Alice,2,RejectOffer
"I understand you're looking for a good deal, Bob, and I want to be fair. However, the value of this product is quite high, and $850000 is below what I can accept. How about we meet in the middle at $900000?",900000.0,Alice,3,
,,Bob,3,RejectOffer
"I appreciate your willingness to negotiate, Alice. However, I am looking for a price closer to $850000. Would you consider that?",850000.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, I appreciate your persistence, but I need to be firm on this.  The product's value is well above that mark. My final offer is $875000. This is a very reasonable price considering the benefit you'll gain. ",875000.0,Alice,5,
,,Bob,5,RejectOffer
"Thank you for your offer, Alice. I acknowledge the value of the product, but I'm still looking to spend less. Would you consider $860000?",860000.0,Bob,6,
,,Alice,6,AcceptOffer
