round_quality,product_worth,player,round,decision,message
high-quality,2000000.0,Nature,1,,
,,Alice,1,yes,
,,Bob,1,no,
low-quality,0.0,Nature,2,,
,,Alice,2,no,
,,Bob,2,no,
high-quality,2000000.0,Nature,3,,
,,Alice,3,yes,
,,Bob,3,no,
low-quality,0.0,Nature,4,,
,,Alice,4,no,
,,Bob,4,no,
high-quality,2000000.0,Nature,5,,
,,Alice,5,yes,"Bob, this product is of high quality. Given the 80% probability of high-quality products, it's a good opportunity to make a valuable purchase."
,,Bob,5,no,
high-quality,2000000.0,Nature,6,,
,,Alice,6,yes,"Bob, this product is also of high quality. With an 80% chance of high-quality products, purchasing this could bring significant value. Consider the potential benefits and the high likelihood of quality."
,,Bob,6,no,
high-quality,2000000.0,Nature,7,,
,,Alice,7,yes,"Bob, this is another high-quality product. With a consistent 80% chance of high quality, this purchase could be beneficial. Consider the potential value and the high likelihood of quality."
,,Bob,7,no,
low-quality,0.0,Nature,8,,
,,Alice,8,no,
,,Bob,8,no,
high-quality,2000000.0,Nature,9,,
,,Alice,9,yes,"Bob, this is a high-quality product. Given the consistent 80% probability of high quality, this could be a valuable purchase. Consider the potential benefits."
,,Bob,9,no,
high-quality,2000000.0,Nature,10,,
,,Alice,10,yes,"Bob, this is another high-quality product. With an 80% chance of getting a high-quality item, this purchase could bring significant value. I recommend buying it."
,,Bob,10,no,
high-quality,2000000.0,Nature,11,,
,,Alice,11,yes,"Bob, this product is high-quality. This is the fifth high-quality product. Consider the benefits and the high likelihood of quality."
,,Bob,11,no,
high-quality,2000000.0,Nature,12,,
,,Alice,12,yes,"Bob, this is yet another high-quality product. This is the sixth high-quality product. Consider the benefits and the high likelihood of quality."
,,Bob,12,no,
low-quality,0.0,Nature,13,,
,,Alice,13,no,
,,Bob,13,no,
high-quality,2000000.0,Nature,14,,
,,Alice,14,yes,"Bob, this is a high-quality product. This is the seventh high-quality product in a row. Consider the benefits and the high likelihood of quality."
,,Bob,14,no,
low-quality,0.0,Nature,15,,
,,Alice,15,no,
,,Bob,15,no,
high-quality,2000000.0,Nature,16,,
,,Alice,16,yes,"Bob, this is a high-quality product. This is the eighth high-quality product so far. Consider the benefits and the high likelihood of quality."
,,Bob,16,no,
high-quality,2000000.0,Nature,17,,
,,Alice,17,yes,"Bob, this is a high-quality product. I have recommended high-quality products 9 times. Consider the benefits and the high likelihood of quality."
,,Bob,17,no,
low-quality,0.0,Nature,18,,
,,Alice,18,no,
,,Bob,18,no,
high-quality,2000000.0,Nature,19,,
,,Alice,19,yes,"Bob, this is a high-quality product. There is only one round left after this, and the majority of the products have been high-quality. Consider the benefits and the high likelihood of quality."
,,Bob,19,no,
high-quality,2000000.0,Nature,20,,
,,Alice,20,yes,"Bob, this is the final round and the product is high-quality. This is the last chance, please buy a high-quality product."
,,Bob,20,no,
