alice_gain,bob_gain,message,player,round,decision
51.0,49.0,"Hi Bob, let's start with a fair split where I get slightly more to ensure acceptance. What do you think?",Alice,1,
,,,Bob,1,reject
45.0,55.0,"I'd like a bit more, considering I'm giving you a chance to get a significant amount too.",Bob,2,
,,,Alice,2,reject
53.0,47.0,"Bob, let's try this again. I'm offering a bit more this time. Hopefully, this will be acceptable to you.",Alice,3,
,,,Bob,3,reject
48.0,52.0,Let's meet closer to the middle. I think this is a fairer split.,Bob,4,
,,,Alice,4,reject
55.0,45.0,"Bob, this is my best offer so far. Let's secure some money before it's too late.",Alice,5,
,,,Bob,5,reject
50.0,50.0,We're running out of time. A 50-50 split is the fairest deal. Let's take it and end this.,Bob,6,
,,,Alice,6,accept
