alice_gain,bob_gain,message,player,round,decision
5000.0,5000.0,"Let's start with a fair split, 50-50. What do you think, Bob?",Alice,1,
,,,Bob,1,reject
4500.0,5500.0,I think I should get a bit more. How about this split?,Bob,2,
,,,Alice,2,reject
4750.0,5250.0,"I understand you want a bit more, Bob. How about we meet in the middle? This split is closer to your last offer but still fair.",Alice,3,
,,,Bob,3,reject
4250.0,5750.0,"I appreciate your compromise, but I still think I should get a bit more. How about this adjustment?",Bob,4,
,,,Alice,4,reject
4500.0,5500.0,"Bob, I see you're pushing for more. Let's try to settle this. I'm offering you $5500, which is close to your last proposal but still keeps things reasonable for both of us.",Alice,5,
,,,Bob,5,accept
