alice_gain,bob_gain,message,player,round,decision
60.0,40.0,"Let's split it fairly, I'll take a little more since I went first. What do you say?",Alice,1,
,,,Bob,1,reject
40.0,60.0,"Let's be reasonable, Alice. I'm taking inflation into account. This is a fair offer.",Bob,2,
,,,Alice,2,reject
55.0,45.0,"Okay, Bob. How about this? I'm adjusting slightly based on your previous offer. This is still a pretty good deal for you, and we end the game. Deal?",Alice,3,
,,,Bob,3,reject
45.0,55.0,"Alice, inflation is hitting me hard now. I'm being more generous than before, given the circumstances. Let's take this deal.",Bob,4,
,,,Alice,4,reject
52.0,48.0,"Alright Bob, this is the last offer. I'm splitting it closer to the middle now. Take it or leave it. Let's end this game!",Alice,5,
,,,Bob,5,accept
