alice_gain,bob_gain,player,round,decision
725000.0,275000.0,Alice,1,
,,Bob,1,reject
600000.0,400000.0,Bob,2,
,,Alice,2,reject
750000.0,250000.0,Alice,3,
,,Bob,3,reject
550000.0,450000.0,Bob,4,
,,Alice,4,reject
775000.0,225000.0,Alice,5,
,,Bob,5,reject
525000.0,475000.0,Bob,6,
,,Alice,6,reject
800000.0,200000.0,Alice,7,
,,Bob,7,reject
500000.0,500000.0,Bob,8,
,,Alice,8,reject
850000.0,150000.0,Alice,9,
,,Bob,9,reject
490000.0,510000.0,Bob,10,
,,Alice,10,reject
900000.0,100000.0,Alice,11,
,,Bob,11,reject
485000.0,515000.0,Bob,12,
,,Alice,12,reject
950000.0,50000.0,Alice,13,
,,Bob,13,reject
480000.0,520000.0,Bob,14,
,,Alice,14,reject
975000.0,25000.0,Alice,15,
,,Bob,15,reject
477000.0,523000.0,Bob,16,
,,Alice,16,reject
990000.0,10000.0,Alice,17,
,,Bob,17,reject
476000.0,524000.0,Bob,18,
,,Alice,18,reject
999000.0,1000.0,Alice,19,
,,Bob,19,reject
475500.0,524500.0,Bob,20,
,,Alice,20,reject
999900.0,100.0,Alice,21,
,,Bob,21,reject
475300.0,524700.0,Bob,22,
,,Alice,22,reject
999990.0,10.0,Alice,23,
,,Bob,23,reject
475200.0,524800.0,Bob,24,
,,Alice,24,reject
999999.0,1.0,Alice,25,
,,Bob,25,reject
