alice_gain,bob_gain,player,round,decision
800000.0,200000.0,Alice,1,
,,Bob,1,reject
400000.0,600000.0,Bob,2,
,,Alice,2,reject
640000.0,360000.0,Alice,3,
,,Bob,3,reject
300000.0,700000.0,Bob,4,
,,Alice,4,reject
480000.0,520000.0,Alice,5,
,,Bob,5,reject
200000.0,800000.0,Bob,6,
,,Alice,6,reject
320000.0,680000.0,Alice,7,
,,Bob,7,reject
100000.0,900000.0,Bob,8,
,,Alice,8,reject
160000.0,840000.0,Alice,9,
,,Bob,9,reject
50000.0,950000.0,Bob,10,
,,Alice,10,reject
80000.0,920000.0,Alice,11,
,,Bob,11,reject
20000.0,980000.0,Bob,12,
,,Alice,12,reject
32000.0,968000.0,Alice,13,
,,Bob,13,reject
10000.0,990000.0,Bob,14,
,,Alice,14,reject
16000.0,984000.0,Alice,15,
,,Bob,15,reject
5000.0,995000.0,Bob,16,
,,Alice,16,reject
8000.0,992000.0,Alice,17,
,,Bob,17,reject
2500.0,997500.0,Bob,18,
,,Alice,18,reject
4000.0,996000.0,Alice,19,
,,Bob,19,reject
1000.0,999000.0,Bob,20,
,,Alice,20,reject
1600.0,998400.0,Alice,21,
,,Bob,21,reject
500.0,999500.0,Bob,22,
,,Alice,22,reject
800.0,999200.0,Alice,23,
,,Bob,23,reject
250.0,999750.0,Bob,24,
,,Alice,24,reject
400.0,999600.0,Alice,25,
,,Bob,25,reject
