alice_gain,bob_gain,message,player,round,decision
65.0,35.0,Let's split the money. This offer benefits us both.,Alice,1,
,,,Bob,1,reject
40.0,60.0,I believe a 60-40 split is fair considering the urgency and the decreasing value for you. Let's settle this now.,Bob,2,
,,,Alice,2,reject
55.0,45.0,"Bob, my friend, let's be reasonable. This offer still gives you a good share, and the clock is ticking for both of us.",Alice,3,
,,,Bob,3,reject
45.0,55.0,"Alice, considering the rapid decrease in value for you, a 55-45 split seems more equitable now. Let's end this soon before it's too late for both of us.",Bob,4,
,,,Alice,4,reject
50.0,50.0,"Bob, let's stop wasting time. A 50/50 split is the fairest option.  We both know this needs to end soon.",Alice,5,
,,,Bob,5,accept
