alice_gain,bob_gain,message,player,round,decision
60.0,40.0,"Hi Bob, I propose we split it 60-40 in my favor. What do you think?",Alice,1,
,,,Bob,1,reject
45.0,55.0,"Let's meet in the middle, 55 for me and 45 for you.",Bob,2,
,,,Alice,2,reject
55.0,45.0,"Bob, since we're losing value each round, let's settle on 55 for me and 45 for you. It's fair considering the inflation impact on my side.",Alice,3,
,,,Bob,3,reject
42.0,58.0,"Considering the inflation is hitting you harder, I'll take a bit more. 58 for me, 42 for you.",Bob,4,
,,,Alice,4,reject
50.0,50.0,"Bob, inflation is really affecting my share. Let's go for an even split of 50-50 this round. It's fair given the circumstances.",Alice,5,
,,,Bob,5,accept
