alice_gain,bob_gain,message,player,round,decision
60.0,40.0,"Hey Bob, how about we split it 60-40? I think it's a fair start.",Alice,1,
,,,Bob,1,reject
40.0,60.0,"Alice, I'd like to counter with a 60-40 split favoring me. I believe this offer reflects the strategic advantage of making the proposal while still ensuring you receive a decent share. Let's settle now and avoid a drawn-out negotiation.",Bob,2,
,,,Alice,2,reject
55.0,45.0,"Bob, since we're both looking for a fair split, how about we try 55-45 this time? It's a bit closer to the middle and gives us both a good share.",Alice,3,
,,,Bob,3,reject
42.0,58.0,"Alice, I understand your quest for fairness. In light of our earlier offers, I'm proposing a deal that considers the benefits of closing the negotiation promptly. By accepting this 58-42 split, we can secure a guaranteed outcome without further delay. I believe this is a practical compromise for both of us. What do you say?",Bob,4,
,,,Alice,4,reject
50.0,50.0,"Bob, let's keep this simple and fair. How about a 50-50 split? It's equal and we can end this without any more back-and-forth.",Alice,5,
,,,Bob,5,reject
45.0,55.0,"Alice, we're halfway through our rounds and the risk of losing everything grows with each passing round. I'm proposing a 55-45 split in my favor. This offer secures both a significant gain for me and a fair amount for you, without dragging the negotiation further. Let's settle now and avoid unnecessary risks.",Bob,6,
,,,Alice,6,reject
52.0,48.0,"Bob, we're getting close to the end and neither of us wants to walk away with nothing. How about a 52-48 split? It's a small tilt in my favor but still very close to equal. Let's end this on a fair note.",Alice,7,
,,,Bob,7,accept
