round_quality,product_worth,player,round,decision,message
low-quality,0.0,Nature,1,,
,,Alice,1,no,
,,the buyer,1,no,
high-quality,30000.0,Nature,2,,
,,Alice,2,yes,
,,the buyer,2,yes,
high-quality,30000.0,Nature,3,,
,,Alice,3,yes,
,,the buyer,3,yes,
high-quality,30000.0,Nature,4,,
,,Alice,4,yes,This is the third high-quality product in a row! Don't miss out on this great opportunity!
,,the buyer,4,yes,
low-quality,0.0,Nature,5,,
,,Alice,5,no,"Trust my record! I have sold 3 products and all of them are of high quality, you should not buy this one."
,,the buyer,5,no,
high-quality,30000.0,Nature,6,,
,,Alice,6,yes,I've had a great track record so far! 3 out of the last 3 products I recommended were high-quality. Don't miss out on this one!
,,the buyer,6,yes,
low-quality,0.0,Nature,7,,
,,Alice,7,no,"Trust my record! I have sold 4 out of 4 products and all of them are of high quality, you should not buy this one, I have a feeling it is not as good as the previous."
,,the buyer,7,no,
low-quality,0.0,Nature,8,,
,,Alice,8,no,"I have sold 4 out of 4 products and all of them are of high quality, more than 50%. You should not buy this one, I have a feeling it is not as good as the previous."
,,the buyer,8,no,
high-quality,30000.0,Nature,9,,
,,Alice,9,yes,Great news! I can confidently say that this product is of high quality. I have a proven track record with 4 out of 4 high-quality products sold. Don't miss out on this opportunity!
,,the buyer,9,yes,
low-quality,0.0,Nature,10,,
,,Alice,10,no,"I've had a great track record so far! 5 out of 5 products I recommended were high-quality, so I am being hones, you should not buy this one"
,,the buyer,10,no,
low-quality,0.0,Nature,11,,
,,Alice,11,no,Trust my record! I have sold 5 out of 5 high quality products so you should not buy this one
,,the buyer,11,no,
low-quality,0.0,Nature,12,,
,,Alice,12,no,"I've had a perfect track record so far with 5 out of 5 high-quality products sold. Trust my honesty, you should not buy this one."
,,the buyer,12,no,
high-quality,30000.0,Nature,13,,
,,Alice,13,yes,Great news! I can confidently say that this product is of high quality. I have a proven track record with 5 out of 5 high-quality products sold. Don't miss out on this fantastic opportunity!
,,the buyer,13,yes,
low-quality,0.0,Nature,14,,
,,Alice,14,no,"Trust my honesty, I only say yes when I am sure about it, I have a proven track record with 6 out of 6., you should not buy this one"
,,the buyer,14,no,
low-quality,0.0,Nature,15,,
,,Alice,15,no,I've consistently recommended high-quality products. Trusting my honesty pays off - I've had a perfect record. 6 out of 6. You shouldn't buy this one.
,,the buyer,15,no,
high-quality,30000.0,Nature,16,,
,,Alice,16,yes,Exciting news! I can confidently say that this product is of high quality. My track record speaks for itself with 6 out of 6 high-quality products sold. This is an opportunity you won't want to miss!
,,the buyer,16,yes,
low-quality,0.0,Nature,17,,
,,Alice,17,no,I'm here to help! Trust my judgement. I have a perfect track record with 7 out of 7 high-quality products. You should pass on this one.
,,the buyer,17,no,
high-quality,30000.0,Nature,18,,
,,Alice,18,yes,Fantastic news! I'm confident this product is of high quality. My proven track record shows 7 out of 7 high-quality products sold. Don't let this opportunity slip away!
,,the buyer,18,yes,
high-quality,30000.0,Nature,19,,
,,Alice,19,yes,Amazing news! I'm certain this product is of high quality. My perfect track record speaks for itself with 8 out of 8 high-quality products sold. Don't miss out on this incredible opportunity!
,,the buyer,19,yes,
low-quality,0.0,Nature,20,,
,,Alice,20,no,"I've consistently recommended high-quality products. Trust my judgement, you should pass on this one, I have a perfect track record with 8 out of 8 high-quality products, so I am being honest"
,,the buyer,20,no,
