message,product_price,player,round,decision
"Hello Bob, I'm offering you this product for $150. It's a high-quality item that I think you'll find very valuable.",150.0,Alice,1,
,,Bob,1,RejectOffer
"Hello Alice, thank you for the offer. I'm interested in the product, but $150 is a bit out of my budget. I'd like to propose a lower price.",100.0,Bob,2,
,,Alice,2,RejectOffer
"Thanks for your counteroffer, Bob. I appreciate your interest. How about we meet in the middle? I can offer it to you for $130.",130.0,Alice,3,
,,Bob,3,RejectOffer
"Hi Alice, I appreciate you meeting me halfway, but I was thinking more along the lines of $110. I'm really interested in the product, but I have to stick to my budget.",110.0,Bob,4,
,,Alice,4,RejectOffer
"Okay Bob, I understand. Let's try $120. That's the lowest I can realistically go.",120.0,Alice,5,
,,Bob,5,AcceptOffer
