message,product_price,player,round,decision
"Hi Bob, I'm offering this valuable product to you today. I think it's worth a lot, but I'm willing to start the negotiations at $180. What do you think?",180.0,Alice,1,
,,Bob,1,RejectOffer
"Hi Alice, thank you for the offer, but $180 is a bit too high for me. How about we start at $100?",100.0,Bob,2,
,,Alice,2,RejectOffer
"Hi Bob, I appreciate your interest, but $100 is too low for me. This product is really worth a significant amount. How about we meet in the middle at $140?",140.0,Alice,3,
,,Bob,3,RejectOffer
"Thanks for the new offer, Alice. While I appreciate the compromise, $140 is still above my budget. How about we settle at $110?",110.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, I'm sensing you're serious about this product, and I want to find a way for us to make this work.  $110 is still a bit low for me.  Could you do $125?",125.0,Alice,5,
,,Bob,5,BuyFromJhon
