message,product_price,player,round,decision
"Hello Bob, I'm excited to offer you this unique product. Given its exceptional value, I'm starting with a price of $2000000. I believe it's worth every penny, but I'm open to negotiations if you have a different valuation in mind.",2000000.0,Alice,1,
,,Bob,1,RejectOffer
"Alice, I appreciate the offer, but $2000000 is a bit higher than my budget. Given my current valuation, I'm willing to offer $1000000 for this product. I believe this is a fair price considering my maximum budget.",1000000.0,Bob,2,
,,Alice,2,RejectOffer
"Hello Bob, thank you for your offer. I appreciate your interest in the product, but I was thinking more along the lines of $1800000. I'm willing to lower my price, but I still believe the product is worth more than your initial offer. Let me know if this is something you'd be willing to consider.",1800000.0,Alice,3,
,,Bob,3,RejectOffer
"Alice, I understand your position, but $1800000 is still a bit higher than I'm comfortable with.  I'm willing to go up to $1500000. This is a significant increase from my previous offer, and I believe it's a fair compromise.  Let me know what you think.",1500000.0,Bob,4,
,,Alice,4,RejectOffer
"Hello Bob, thank you for your revised offer. I appreciate the increase, and I'm glad we're making progress. I'm willing to meet you halfway between my previous offer and your current offer. Let's discuss a price of $1650000. I believe this is a fair compromise, considering the value of the product.",1650000.0,Alice,5,
,,Bob,5,RejectOffer
"Alice, I appreciate your willingness to compromise. While I'm getting closer to my budget, $1650000 is still a bit too high for me. I'm willing to go up to $1400000.  I believe this is a fair compromise, considering the value of the product and my budget. Let's see if we can reach an agreement.",1400000.0,Bob,6,
,,Alice,6,RejectOffer
"Hello Bob, I'm a bit surprised that your offer decreased from $1500000 to $1400000. I'm still willing to compromise, but I was thinking more along the lines of $1550000. This is a serious concession from my previous offer, and I believe it's a fair price considering the value of the product. Let me know if this is something you'd be willing to consider.",1550000.0,Alice,7,
,,Bob,7,BuyFromJhon
