message,product_price,player,round,decision
"Hi Bob, I'm offering you this fantastic product for $115. I know you'll appreciate the value it brings!",115.0,Alice,1,
,,Bob,1,RejectOffer
"Thanks for the offer, Alice! However, I'm willing to pay $105 for the product. What do you think?",105.0,Bob,2,
,,Alice,2,RejectOffer
"Thanks for your counter, Bob! I appreciate your interest. How about we meet in the middle at $110?",110.0,Alice,3,
,,Bob,3,RejectOffer
"I appreciate your flexibility, Alice! How about I offer $102 for the product?",102.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, I understand you're looking for a good deal. I'm willing to go down to $108, but that's the lowest I can go. It's a steal at that price!",108.0,Alice,5,
,,Bob,5,RejectOffer
"Thanks for the offer, Alice. I can go up to $104 for the product. Let me know if that works for you!",104.0,Bob,6,
,,Alice,6,RejectOffer
"Okay Bob, I'm feeling generous. How about $106? This is really as low as I can possibly go, and it's a fantastic price for you.",106.0,Alice,7,
,,Bob,7,RejectOffer
"I appreciate your offer, Alice! How about $105 for the product? I really want to make a deal here.",105.0,Bob,8,
,,Alice,8,AcceptOffer
