alice_gain,bob_gain,message,player,round,decision
900000.0,100000.0,I'm offering you a generous portion. Take it or leave it!,Alice,1,
,,,Bob,1,reject
400000.0,600000.0,"Let's be fair, 60-40 is a good deal for both of us.",Bob,2,
,,,Alice,2,reject
550000.0,450000.0,"Okay, let's split it closer to evenly. This is my final offer.",Alice,3,
,,,Bob,3,reject
350000.0,650000.0,"You said that was your final offer, but I'm still waiting for a fair deal. Consider this one.",Bob,4,
,,,Alice,4,reject
480000.0,520000.0,"Alright, here's a revised offer. Let's try to end this.",Alice,5,
,,,Bob,5,reject
300000.0,700000.0,"I know inflation is hitting you hard, but I'm not budging much. This is a good deal considering the circumstances.",Bob,6,
,,,Alice,6,reject
400000.0,600000.0,"Okay, I'm adjusting slightly to be more agreeable. Take this seriously.",Alice,7,
,,,Bob,7,reject
250000.0,750000.0,"Inflation is really eating into your share. I'm willing to end this, but I need a good reason to do so. This is my current best offer.",Bob,8,
,,,Alice,8,reject
350000.0,650000.0,Final offer. Take it or we both get nothing. Inflation is a killer.,Alice,9,
,,,Bob,9,reject
200000.0,800000.0,"I know you said that was your final offer, but I'm not convinced. Inflation is indeed a killer, and it's hitting you much harder than me. This is my new offer.",Bob,10,
,,,Alice,10,reject
300000.0,700000.0,"Last chance. I'm trying to salvage something from this, as I can't go lower. Please, accept this.",Alice,11,
,,,Bob,11,reject
100000.0,900000.0,"This is the final round. I know inflation has decimated your potential gains, but I'm not going to give away more than I have to. This is my last offer. Take it or we both get nothing.",Bob,12,
,,,Alice,12,accept
