message,product_price,player,round,decision
"Hello Bob, I'm offering you our premium product at a special price of $1400000. This is a unique opportunity to acquire something that will bring you significant value. What do you say?",1400000.0,Alice,1,
,,Bob,1,RejectOffer
"Thank you for the offer, Alice. I appreciate the opportunity to consider this product. However, given my budget constraints and the alternative options available, I would be more comfortable proceeding with a purchase at $900000. I believe this price reflects a fair value for both of us.",900000.0,Bob,2,
"Thank you for your counteroffer, Bob. While I understand your budget constraints, the value of this product to you justifies a higher investment. I'm willing to meet you halfway and offer the product for $1150000. This price still offers you substantial value while reflecting the premium nature of the product. What are your thoughts on this?",,Alice,2,RejectOffer
"Bob, I appreciate your perspective on the pricing. Given the significant value this product will bring to you, I believe it's worth considering a higher investment. I'm willing to lower my previous offer to $1150000. This price not only reflects the premium quality of the product but also offers you a great return on investment. What do you think?",1150000.0,Alice,3,
,,Bob,3,RejectOffer
"Thank you, Alice, for considering a lower price. I understand the value of your product, and while I appreciate your offer, I'm aiming to stay within a tighter budget. How about we close the deal for $1000000? I believe it would be a fair midpoint for both of us.",1000000.0,Bob,4,
"Thank you for your counteroffer, Bob. I see that you're trying to find a middle ground. Given the unique value this product offers to you, I'm willing to come down to $1075000. This price is a significant reduction from my initial offer and reflects my desire to work with you while still acknowledging the product's worth. What are your thoughts on this?",,Alice,4,RejectOffer
"Bob, I appreciate your efforts to find a mutually beneficial price. Considering the value this product will bring to you, I'm willing to further adjust my offer to $1075000. This is a substantial reduction from my initial price and demonstrates my commitment to reaching an agreement with you. What do you think about this proposal?",1075000.0,Alice,5,
,,Bob,5,AcceptOffer
