message,product_price,player,round,decision
"Hello Bob, I'm excited to offer you this unique product. Given its exceptional value and rarity, I'm starting with a price of $1200000. I believe it's a fair price considering the product's worth, but I'm open to negotiations.",1200000.0,Alice,1,
,,Bob,1,RejectOffer
"Thank you for the offer, Alice. However, I was thinking of a price point that is significantly lower. Given my budget constraints, I would like to offer $600000 for the product.",600000.0,Bob,2,
,,Alice,2,RejectOffer
"Thank you for your offer, Bob. I appreciate your interest in the product, but I'm afraid $600000 is below my expectations. Considering the product's value, I'm willing to make a concession and lower the price to $1050000. I believe this is a more reasonable price point, and I'm open to further negotiations.",1050000.0,Alice,3,
,,Bob,3,RejectOffer
"I understand your perspective, Alice. However, I need to manage my budget effectively. I'm willing to increase my offer to $700000. This price point aligns better with my current financial situation, and I hope we can reach an agreement.",700000.0,Bob,4,
,,Alice,4,RejectOffer
"Thank you for increasing your offer, Bob. I appreciate your willingness to negotiate. However, I still believe the product's value warrants a higher price. I'm willing to make another concession and lower the price to $950000. This is a significant reduction from my initial offer, and I hope we can meet in the middle.",950000.0,Alice,5,
,,Bob,5,RejectOffer
"I appreciate your willingness to negotiate, Alice. However, I need to be mindful of my budget. I'm willing to increase my offer to $800000. This is a significant increase from my initial offer, and I hope we can reach an agreement at this price point.",800000.0,Bob,6,
,,Alice,6,AcceptOffer
