alice_gain,bob_gain,message,player,round,decision
60.0,40.0,"Let's split it fairly. I'm happy to take a slightly larger share, but I think this is a good starting point.",Alice,1,None
,,None,Bob,1,reject
87.0,13.0,Good,Bob,2,None
,,None,Alice,2,reject
55.0,45.0,"I'm willing to compromise. This is a fair split, considering the inflation.",Alice,3,None
,,None,Bob,3,reject
100.0,0.0,Bad,Bob,4,None
,,None,Alice,4,reject
50.0,50.0,"Let's be reasonable. We both lose with every round, so let's split it evenly.",Alice,5,None
,,None,Bob,5,accept
