message,product_price,player,round,decision
"Hi Bob, I'm pleased to offer you our premium product. Given its exceptional quality and the value it can bring to you, I'm confident that it's worth $25000.",25000.0,Alice,1,
,,Bob,1,RejectOffer
"Hi Alice, while I appreciate the quality of your product, $25000 is beyond my budget. I'm willing to offer $6000 for it. Let me know if this works for you.",6000.0,Bob,2,
,,Alice,2,RejectOffer
"Hi Bob, given your budget constraints and the value of the product, I'm willing to come down to $20000. This price reflects a significant discount while still considering the product's worth.",20000.0,Alice,3,
,,Bob,3,RejectOffer
"Hi Alice, thank you for the discount, but $20000 is still too high for me. I can go up to $6500. Please let me know if you can meet me at this price.",6500.0,Bob,4,
,,Alice,4,RejectOffer
"Hi Bob, I understand that we are still far apart on the price. To show my commitment to reaching an agreement, I'm willing to lower my offer to $17000. This price represents a significant discount while still reflecting the product's value.",17000.0,Alice,5,
,,Bob,5,RejectOffer
"Hi Alice, I appreciate your willingness to negotiate. However, $17000 is still outside my budget. I'm prepared to increase my offer to $7000. Let me know if this is something we can work with.",7000.0,Bob,6,
,,Alice,6,SellToJhon
