message,product_price,player,round,decision
Hi Bob! I have a great product I think you'll love. I'm willing to sell it to you for $150.,150.0,Alice,1,
,,Bob,1,RejectOffer
"Hi Alice, thanks for your offer, but $150 is a bit out of my budget. I'm willing to pay $60 for the product. What do you think?",60.0,Bob,2,
,,Alice,2,RejectOffer
"Thanks for the counteroffer, Bob. I appreciate it. However, $60 is too low for me. How about $140?",140.0,Alice,3,
,,Bob,3,RejectOffer
"Thanks for coming back with another offer, Alice. $140 is still a bit high for me. I can go up to $70. Let me know if that works for you!",70.0,Bob,4,
,,Alice,4,RejectOffer
"Bob, I still think you'd really benefit from this product! How about we meet in the middle at $130?",130.0,Alice,5,
,,Bob,5,RejectOffer
"Alice, I appreciate your willingness to negotiate. $130 is still beyond what I'm willing to spend. I can increase my offer to $75. Is that something you can work with?",75.0,Bob,6,
,,Alice,6,SellToJhon
